FUND,ISIN
EuroSwaps,1R8A9ULG9582
QuickCashStrategy,1R8A9ULG9582
YetAnotherFund,C3WH8R0LSA93
NiceGrowth,V655K9B28UW1
QuickCashStrategy,V655K9B28UW1
NiceGrowth,0488J5279361
BigEquityReturns,S4033MY505G7
EuroSwaps,3N8SL435337D
YetAnotherFund,XF81O56W62B5
BigEquityReturns,93YBD3993119
EuroBonds,93YBD3993119
YetAnotherFund,W1R376292U2H
EuroBonds,W1R376292U2H
NiceGrowth,P87498740KT2
QuickCashStrategy,P87498740KT2
AnotherFund,0RC1N6410287
BigEquityReturns,0RC1N6410287
YetAnotherFund,70LVR76D781L
EuroSwaps,70LVR76D781L
EuroSwaps,S3ED4HR20M25
AnotherFund,T0274KZ87853
EuroBonds,T0274KZ87853
AnotherFund,0OV0453IY340
YetAnotherFund,72C31M847CDL
BigEquityReturns,075779NNK3G0
EuroSwaps,756B25808TX2
QuickCashStrategy,756B25808TX2
NiceGrowth,2F557P7Z22NX
BigEquityReturns,ATFYF8C78O76
YetAnotherFund,ATFYF8C78O76
EuroSwaps,979Y10SFW312
AnotherFund,591T6Y041B0X
QuickCashStrategy,591T6Y041B0X
YetAnotherFund,4B76F11096KL
EuroSwaps,Y8Y36D2A8J87
EuroBonds,Y8Y36D2A8J87
YetAnotherFund,0A3NE205643S
EuroSwaps,0A3NE205643S
EuroBonds,1PE8HZM49DIJ
EuroSwaps,1PE8HZM49DIJ
EuroSwaps,30KFT8VEA54U
AnotherFund,30KFT8VEA54U
NiceGrowth,N7F2F26S70EY
EuroSwaps,N7F2F26S70EY
EuroBonds,VX91BKP12EE4
QuickCashStrategy,30748L3144A2
EuroBonds,2382793663K9
EuroSwaps,81JDF1147W18
AnotherFund,2304Z0G9186E
YetAnotherFund,2304Z0G9186E
EuroSwaps,588NQR0Q6305
BigEquityReturns,86IYI780Q739
EuroSwaps,6S0R9K43090D
BigEquityReturns,6S0R9K43090D
EuroBonds,ZV6L92144YOH
EuroSwaps,70KX24LG7I8A
QuickCashStrategy,70KX24LG7I8A
BigEquityReturns,73039A79N35I
AnotherFund,73039A79N35I
NiceGrowth,587Z2144SQJ7
EuroSwaps,587Z2144SQJ7
NiceGrowth,08F142JA7B03
BigEquityReturns,G66S5Z943V05
AnotherFund,G66S5Z943V05
BigEquityReturns,SMC7K0PQKC20
QuickCashStrategy,1LT80I6O3291
NiceGrowth,N1791W18K67V
BigEquityReturns,JG3M3044Q8RO
EuroBonds,JG3M3044Q8RO
YetAnotherFund,I76035R1G1D5
NiceGrowth,I76035R1G1D5
EuroSwaps,QY7W06289237
EuroBonds,QY7W06289237
NiceGrowth,K4818V4L201G
EuroBonds,9J13A9L40QS4
NiceGrowth,K7350TFX4U11
EuroBonds,K7350TFX4U11
EuroBonds,B860T6991011
YetAnotherFund,B860T6991011
AnotherFund,T1033U8A4I6W
EuroSwaps,T1033U8A4I6W
EuroBonds,716HJ2202D44
NiceGrowth,716HJ2202D44
QuickCashStrategy,H05R993IN234
NiceGrowth,H05R993IN234
QuickCashStrategy,1J249Y07T8Y4
AnotherFund,102AC90T152O
AnotherFund,3YLVJ982H38A
NiceGrowth,3YLVJ982H38A
QuickCashStrategy,877G3ZTB8878
EuroBonds,877G3ZTB8878
NiceGrowth,XWCOF7KO5W75
BigEquityReturns,U1J58225MS4W
EuroBonds,249DB74ZMI98
AnotherFund,249DB74ZMI98
BigEquityReturns,PKR4L3931EX3
EuroBonds,9ZMSMX389RGL
BigEquityReturns,9ZMSMX389RGL
BigEquityReturns,56TO5CW114YI
AnotherFund,22177MJ2PP1V
YetAnotherFund,22177MJ2PP1V
NiceGrowth,J9Z5145632M3
AnotherFund,J9Z5145632M3
EuroSwaps,4R89T9W5BS4P
NiceGrowth,200DU59I937P
EuroBonds,P99404783K5Z
NiceGrowth,P99404783K5Z
YetAnotherFund,YE5ZY2132C84
NiceGrowth,119551W97C1L
NiceGrowth,9848J82L0P1K
YetAnotherFund,9848J82L0P1K
NiceGrowth,1N9C531H1VLQ
BigEquityReturns,01N287SEZAKX
YetAnotherFund,01N287SEZAKX
QuickCashStrategy,B02R6526632H
EuroBonds,B02R6526632H
BigEquityReturns,L5B602S5ZTY1
EuroSwaps,L5B602S5ZTY1
YetAnotherFund,424O9F6TRDD3
EuroBonds,8O3S8201L8M0
EuroSwaps,69SQ7RVB6S34
YetAnotherFund,69SQ7RVB6S34
AnotherFund,5DT9S2D5CE3Q
EuroSwaps,5DT9S2D5CE3Q
YetAnotherFund,88326706126L
EuroBonds,UJIIC34ON4NV
AnotherFund,UJIIC34ON4NV
YetAnotherFund,96WVANWF4904
BigEquityReturns,Y64L1K2KC4V4
EuroSwaps,7LUNDV7E7X10
NiceGrowth,U197VI42HK8Z
AnotherFund,DP4VB0G5LBHZ
BigEquityReturns,910YFYC29Q86
BigEquityReturns,9X5629RJ2775
EuroSwaps,0EV635G16362
YetAnotherFund,0EV635G16362
BigEquityReturns,85GZ32388C07
AnotherFund,V3421B7733Y6
QuickCashStrategy,797537D48V1V
NiceGrowth,797537D48V1V
YetAnotherFund,71WP39426MR4
EuroBonds,M2Y600LE7LFG
YetAnotherFund,M2Y600LE7LFG
BigEquityReturns,SS12Z1250018
AnotherFund,34GX4OQ4JFET
BigEquityReturns,507K04F9WL4B
EuroSwaps,V59BDH61VO53
EuroBonds,2PC73CGJ3OOF
EuroBonds,6U68ZX421M34
YetAnotherFund,8X2KV108T9K7
YetAnotherFund,9Q07E38IQ560
NiceGrowth,Y5NGG80S20S7
QuickCashStrategy,Y5NGG80S20S7
EuroSwaps,QJ820KYG4P0P
AnotherFund,5N2W726Y0DAR
EuroSwaps,5N2W726Y0DAR
EuroBonds,216445526ZR2
BigEquityReturns,216445526ZR2
NiceGrowth,070OU94X6V5Y
BigEquityReturns,100C08CGC562
EuroSwaps,12R896A4J070
QuickCashStrategy,12R896A4J070
BigEquityReturns,SNJ7L4899BPP
AnotherFund,Q10ZD6890Z3D
BigEquityReturns,Q10ZD6890Z3D
NiceGrowth,3BDNRT46RPUZ
EuroBonds,3BDNRT46RPUZ
YetAnotherFund,97340754TJ06
NiceGrowth,R5294P2647LR
NiceGrowth,Q178994O0301
BigEquityReturns,Q178994O0301
YetAnotherFund,IP727O6Y5SFJ
AnotherFund,IP727O6Y5SFJ
YetAnotherFund,7E8919758RNY
BigEquityReturns,191192A7H8W9
AnotherFund,191192A7H8W9
AnotherFund,10416O630GSE
BigEquityReturns,A6C0BTW707AQ
YetAnotherFund,8F842J3YKGBB
EuroSwaps,O17V1DD66U33
QuickCashStrategy,O17V1DD66U33
EuroSwaps,IY6007MT1Y0T
QuickCashStrategy,T2I9722UG1A6
BigEquityReturns,NK629961165D
QuickCashStrategy,NK629961165D
NiceGrowth,600HN6518MB8
QuickCashStrategy,KIF7JTWR3X46
NiceGrowth,XYK5R7YB21O7
EuroBonds,71P943N7K821
NiceGrowth,71P943N7K821
EuroSwaps,0760HKCN7995
EuroBonds,0760HKCN7995
NiceGrowth,8JEM44IFFR5X
AnotherFund,Z0MT2V241RF4
QuickCashStrategy,Z0MT2V241RF4
BigEquityReturns,G8T26724N272
NiceGrowth,G8T26724N272
AnotherFund,B2C7DU59394I
NiceGrowth,3EL1GM90XM35
YetAnotherFund,3EL1GM90XM35
AnotherFund,3B9734494430
EuroSwaps,3B9734494430
QuickCashStrategy,5J03A29XD81R
AnotherFund,5J03A29XD81R
NiceGrowth,EI5L8170ENRT
YetAnotherFund,EI5L8170ENRT
EuroBonds,K0F35FW26D48
EuroSwaps,K0F35FW26D48
BigEquityReturns,1KF38GP27497
EuroBonds,LW1S623OJ33X
AnotherFund,LW1S623OJ33X
NiceGrowth,B4O04P8A26KD
YetAnotherFund,2KQ3I8Y15ONO
BigEquityReturns,X09U9HSI2B3I
YetAnotherFund,7D214D9WJ216
AnotherFund,7D214D9WJ216
EuroBonds,PV30H1F70R99
BigEquityReturns,PV30H1F70R99
QuickCashStrategy,B491023OW763
AnotherFund,B491023OW763
AnotherFund,OH38W89464VL
QuickCashStrategy,75L56913WP0B
BigEquityReturns,I8U99TRU6KGJ
QuickCashStrategy,RBE3RB5D54B6
BigEquityReturns,XRU0613O8261
QuickCashStrategy,OPBD375893Z8
NiceGrowth,OPBD375893Z8
BigEquityReturns,JJ0540861AVY
EuroSwaps,2IH967PTBP53
QuickCashStrategy,PBTX2B1V48AC
EuroSwaps,WHA2T35035GQ
QuickCashStrategy,WHA2T35035GQ
QuickCashStrategy,63UJ3Z074H6E
NiceGrowth,RI4UOK4S9944
AnotherFund,RI4UOK4S9944
QuickCashStrategy,MW626H1UYV1Q
NiceGrowth,MW626H1UYV1Q
NiceGrowth,KDOTMW788942
YetAnotherFund,KDOTMW788942
EuroSwaps,7W3WGU349Z08
BigEquityReturns,WR09IQJTOK88
EuroSwaps,8N815JL95625
QuickCashStrategy,4466X1IBT217
YetAnotherFund,O0IE35160048
EuroBonds,O0IE35160048
EuroBonds,79GN8261H362
EuroBonds,2JR387NUM1NN
NiceGrowth,2JR387NUM1NN
AnotherFund,758QL369P4Z0
EuroBonds,EO92OM6092KY
BigEquityReturns,EO92OM6092KY
EuroSwaps,26V583HRAO65
BigEquityReturns,26V583HRAO65
BigEquityReturns,46I8T20PLGL4
EuroSwaps,46I8T20PLGL4
QuickCashStrategy,48I2U4B6S6K6
QuickCashStrategy,92L4TJ47T7F6
EuroBonds,88AU05364281
QuickCashStrategy,H929C19UOD17
AnotherFund,H929C19UOD17
QuickCashStrategy,X311350844JK
EuroBonds,X311350844JK
EuroSwaps,986GH52Y1W5B
BigEquityReturns,1UX233E26U85
EuroBonds,1UX233E26U85
YetAnotherFund,V0H266Y55Z8B
BigEquityReturns,IZ04Z94B7926
QuickCashStrategy,011D50L6MJ55
BigEquityReturns,011D50L6MJ55
NiceGrowth,R64C01863P9H
EuroSwaps,R64C01863P9H
YetAnotherFund,Z7QKQRHYUR09
QuickCashStrategy,Z7QKQRHYUR09
NiceGrowth,1116H36A8E06
BigEquityReturns,1116H36A8E06
NiceGrowth,3C22R8591XE4
QuickCashStrategy,785790A879WQ
BigEquityReturns,785790A879WQ
EuroBonds,974PMJGB99IK
QuickCashStrategy,974PMJGB99IK
QuickCashStrategy,85708F4E26E2
YetAnotherFund,E814BZ94S5C5
BigEquityReturns,78F1E6M89AJ5
NiceGrowth,098C64G3X558
AnotherFund,416JHAV6K5J5
EuroBonds,N77CBVUL0999
AnotherFund,N77CBVUL0999
EuroSwaps,9856HKW6C355
YetAnotherFund,9856HKW6C355
EuroBonds,2KW651T9X9ES
EuroSwaps,TN8G26U382B0
EuroBonds,TN8G26U382B0
YetAnotherFund,6HJW3M9MD8K8
EuroBonds,02HZA03128A5
BigEquityReturns,02HZA03128A5
NiceGrowth,8W1U97QV60SQ
QuickCashStrategy,49B7W5INJJ3B
EuroSwaps,2B229PIT9499
EuroBonds,2B229PIT9499
AnotherFund,RH553YDI9101
AnotherFund,52GVJ41E6854
EuroBonds,19W48102N3X6
AnotherFund,19W48102N3X6
NiceGrowth,57752K050610
AnotherFund,57752K050610
YetAnotherFund,47900UM2764U
AnotherFund,47900UM2764U
QuickCashStrategy,B0QB46D40D3X
QuickCashStrategy,5Q6E7CR9E6YJ
YetAnotherFund,C364Z4T91445
AnotherFund,6608R8B1F77Q
EuroSwaps,6608R8B1F77Q
BigEquityReturns,743Z034H724P
YetAnotherFund,04344I658I4C
AnotherFund,04344I658I4C
NiceGrowth,HX1G59945DD4
NiceGrowth,F3E327PVXWQ4
EuroSwaps,D5C7C14PV8E8
NiceGrowth,D5C7C14PV8E8
AnotherFund,BZ5L294ESW4K
NiceGrowth,BZ5L294ESW4K
EuroSwaps,B67FRC6I6P10
BigEquityReturns,B67FRC6I6P10
NiceGrowth,8W8ML945X6H9
EuroSwaps,8W8ML945X6H9
YetAnotherFund,PC755S122315
EuroBonds,PC755S122315
YetAnotherFund,4T9D1X8HI95E
NiceGrowth,4T9D1X8HI95E
YetAnotherFund,9A552380KLN5
AnotherFund,8W4GNMX96079
EuroSwaps,R7050513513G
AnotherFund,IK11F2335PGW
BigEquityReturns,IK11F2335PGW
QuickCashStrategy,2QPW238HA3A8
EuroBonds,2QPW238HA3A8
QuickCashStrategy,009Q5C3G3KN7
YetAnotherFund,9A04R7603L1E
AnotherFund,R38U506418CB
NiceGrowth,R38U506418CB
EuroSwaps,722MMW1746ES
AnotherFund,56X7CT7W7S4B
QuickCashStrategy,22P079541115
YetAnotherFund,0W7OO3R14446
BigEquityReturns,43JHD3ER2319
NiceGrowth,43JHD3ER2319
NiceGrowth,HV58J0U59024
EuroSwaps,HV58J0U59024
YetAnotherFund,R4208C443652
QuickCashStrategy,94S5Q974DA07
EuroSwaps,94S5Q974DA07
BigEquityReturns,297665988Q4Z
AnotherFund,3SDVD921XQ93
YetAnotherFund,3SDVD921XQ93
NiceGrowth,S346M63444IA
EuroSwaps,7R74DFS863TP
NiceGrowth,7N9BH6R29354
AnotherFund,4X29RH09H279
NiceGrowth,6IMI40NWC63G
EuroSwaps,273T02338032
BigEquityReturns,E0S19DZBU9H2
AnotherFund,M8C753407P96
EuroSwaps,M8C753407P96
EuroSwaps,GUN217314IG8
QuickCashStrategy,GUN217314IG8
EuroBonds,24075994S4T6
AnotherFund,24075994S4T6
YetAnotherFund,CZ0K01406NJ4
YetAnotherFund,DG564K13D4C4
EuroSwaps,DG564K13D4C4
EuroBonds,TBT6993A3X9R
NiceGrowth,TBT6993A3X9R
NiceGrowth,D637K213H715
AnotherFund,L33S572XU86R
EuroSwaps,746H20F672U8
NiceGrowth,746H20F672U8
QuickCashStrategy,LQK8FZGVVB68
EuroBonds,HZT7O678F1F9
QuickCashStrategy,HZT7O678F1F9
EuroBonds,16F8Q848JZAN
QuickCashStrategy,7YE4WFEA0622
QuickCashStrategy,7X41RLHI5LUQ
BigEquityReturns,7X41RLHI5LUQ
EuroBonds,EC5DIN3FP45X
YetAnotherFund,64FR4O2264Z2
QuickCashStrategy,FH46201CQC97
EuroBonds,2KGOF215M316
AnotherFund,90FG06E071T0
YetAnotherFund,90FG06E071T0
AnotherFund,78Y528R31X87
EuroBonds,E5P80MI08AT0
QuickCashStrategy,E5P80MI08AT0
EuroSwaps,82444PX3I6LA
AnotherFund,06344DTHZHO0
EuroSwaps,06344DTHZHO0
EuroSwaps,N8393017F289
QuickCashStrategy,EAD1T64804V3
YetAnotherFund,EAD1T64804V3
EuroBonds,4XW22617ZO02
BigEquityReturns,5Q249080V1J8
YetAnotherFund,5Q249080V1J8
AnotherFund,901865UG00I2
AnotherFund,DVAC45G60187
NiceGrowth,T92DVDNWU8E7
YetAnotherFund,T92DVDNWU8E7
EuroSwaps,883721633GB3
EuroSwaps,339448OSN943
AnotherFund,339448OSN943
AnotherFund,UV011E0K7165
NiceGrowth,UV011E0K7165
AnotherFund,01228JD03NI3
NiceGrowth,01228JD03NI3
EuroBonds,UL64092E8ZNT
EuroSwaps,UL64092E8ZNT
NiceGrowth,7UTT28C5N658
YetAnotherFund,C738898D700O
AnotherFund,C738898D700O
QuickCashStrategy,O318MM104C67
BigEquityReturns,O318MM104C67
NiceGrowth,14XVAE81M0BX
QuickCashStrategy,MM4I531X29S0
BigEquityReturns,62VS2Z6Q9EN0
BigEquityReturns,X2S91QTM8PCB
AnotherFund,X2S91QTM8PCB
NiceGrowth,706NRL41Y0J9
EuroBonds,38T88VY3IN11
BigEquityReturns,38T88VY3IN11
NiceGrowth,5O6ZS153M65W
EuroSwaps,5O6ZS153M65W
QuickCashStrategy,8B872921770H
AnotherFund,89K4M628M1E8
EuroBonds,89K4M628M1E8
EuroBonds,09ET33V9QEC1
QuickCashStrategy,7BOVHV2L4530
EuroSwaps,05FG42FRLW37
NiceGrowth,NS4S31100126
NiceGrowth,N5F5QKY4WG75
YetAnotherFund,OH26SFB39W23
NiceGrowth,15HN5N91S83X
NiceGrowth,YNV6OV67R8M5
EuroSwaps,81PDX1ODVX4G
QuickCashStrategy,T0P186K95965
EuroBonds,T0P186K95965
YetAnotherFund,P4I6L6L49I87
AnotherFund,9324932AK530
EuroSwaps,2871SJ43JB28
YetAnotherFund,975GY0WM385H
AnotherFund,HJ37J9D0Q532
NiceGrowth,HJ37J9D0Q532
NiceGrowth,R1738767P5Q8
BigEquityReturns,B3W88T2WR4NW
BigEquityReturns,K1769X2T3RX9
AnotherFund,U7K9011JM694
YetAnotherFund,HGWI6619Y455
BigEquityReturns,478TTL03OLAL
YetAnotherFund,478TTL03OLAL
QuickCashStrategy,T8W918P27D7B
AnotherFund,2O3GR15RS29J
BigEquityReturns,2O3GR15RS29J
EuroBonds,25945D89TR1N
NiceGrowth,25945D89TR1N
QuickCashStrategy,UR75U9UX1678
YetAnotherFund,S5I80IK51IL1
BigEquityReturns,KQ7VX5CG4LNP
NiceGrowth,09X50RPL9098
YetAnotherFund,09X50RPL9098
YetAnotherFund,X6Q7Y0R469Y4
NiceGrowth,X6Q7Y0R469Y4
EuroBonds,958S1U1MM464
NiceGrowth,958S1U1MM464
EuroBonds,B34J57GD67QZ
NiceGrowth,B34J57GD67QZ
EuroSwaps,712LES2I4Y27
AnotherFund,712LES2I4Y27
QuickCashStrategy,95R2DATF6943
AnotherFund,95R2DATF6943
EuroSwaps,QC9F7FZZA452
EuroBonds,QC9F7FZZA452
NiceGrowth,35TIL68377I3
BigEquityReturns,35TIL68377I3
EuroBonds,B3B358T83KN8
QuickCashStrategy,B3B358T83KN8
QuickCashStrategy,0X2FV90KV3B9
EuroBonds,P6NMDNZKB0I7
YetAnotherFund,ZR35P794BR3Q
NiceGrowth,09ZM722C54IO
EuroBonds,266C8ZJX3P3Z
BigEquityReturns,266C8ZJX3P3Z
QuickCashStrategy,2WLKC1SOC097
YetAnotherFund,2WLKC1SOC097
AnotherFund,Z858I1687101
YetAnotherFund,Z858I1687101
EuroBonds,5T6T1071K1X3
BigEquityReturns,6931341MX003
NiceGrowth,6931341MX003
EuroBonds,PZ06O8528080
EuroBonds,R21DB6D08LI5
EuroSwaps,911SW5YEK288
QuickCashStrategy,911SW5YEK288
EuroBonds,WYI3R6Z18NS8
NiceGrowth,WYI3R6Z18NS8
NiceGrowth,X536B2M90F2Q
AnotherFund,630HNL2026CV
EuroBonds,630HNL2026CV
EuroSwaps,5585X6FG10VH
EuroBonds,Y8701M1L9874
AnotherFund,Y8701M1L9874
EuroBonds,Z9RS480FFKM2
BigEquityReturns,HOK46121Y854
NiceGrowth,HOK46121Y854
NiceGrowth,0U18539D96QR
EuroBonds,0U18539D96QR
NiceGrowth,O3VQ40AAC22D
QuickCashStrategy,O3VQ40AAC22D
NiceGrowth,F461382H8K31
EuroBonds,F461382H8K31
EuroBonds,0K264BB23029
EuroSwaps,0K264BB23029
BigEquityReturns,N2H0K381112M
QuickCashStrategy,N2H0K381112M
EuroBonds,0KYH91F9915Y
AnotherFund,S8Y8OUXU3225
EuroBonds,CP86Q9VJE58A
EuroSwaps,7TZF85805K38
EuroSwaps,P7948643856I
QuickCashStrategy,P7948643856I
YetAnotherFund,4404P0K34P76
AnotherFund,4404P0K34P76
EuroBonds,99Y2418T0328
YetAnotherFund,W85BS7R9G1BE
EuroBonds,W85BS7R9G1BE
YetAnotherFund,1YZ84OC96QYW
AnotherFund,1YZ84OC96QYW
AnotherFund,0T175G576GLD
EuroBonds,7U4A54BNZRFU
YetAnotherFund,7U4A54BNZRFU
AnotherFund,95T298V50E06
NiceGrowth,95T298V50E06
EuroSwaps,V114JGLN0DGE
AnotherFund,8.85E+17
EuroSwaps,8.85E+17
YetAnotherFund,2N66K2PH1Z45
AnotherFund,L8DLO1NV12AI
EuroBonds,L8DLO1NV12AI
EuroSwaps,L0CZS15961D3
EuroBonds,91J50641416B
NiceGrowth,91J50641416B
YetAnotherFund,73PHF9I2WL56
BigEquityReturns,73PHF9I2WL56
EuroBonds,W7D5H5XP2B44
QuickCashStrategy,W7D5H5XP2B44
YetAnotherFund,8BD19U34TIF3
YetAnotherFund,0PB8M0U80947
EuroBonds,NST17XA1Y101
EuroSwaps,B416K106K613
EuroSwaps,Q153W661T175
NiceGrowth,Q153W661T175
NiceGrowth,51F733E13KC0
YetAnotherFund,C11A1F6HC203
EuroBonds,DM7H54SQTG10
EuroSwaps,182385D7H07F
QuickCashStrategy,182385D7H07F
AnotherFund,1L53235G89DB
EuroBonds,1L53235G89DB
EuroBonds,69181YK998RE
QuickCashStrategy,69181YK998RE
BigEquityReturns,131S05QZA077
YetAnotherFund,89153O12HB47
NiceGrowth,89153O12HB47
BigEquityReturns,Q58R7B716Y11
BigEquityReturns,9V841L8YIKZA
EuroBonds,9V841L8YIKZA
EuroSwaps,B4V1AA8A3MU5
EuroBonds,7D4W053B02D0
EuroSwaps,7D4W053B02D0
NiceGrowth,Y77NS934Z6W1
EuroSwaps,151HH95666UU
NiceGrowth,50165L7ZE6ST
EuroBonds,YF0557PTX47W
EuroBonds,024911058AW9
YetAnotherFund,024911058AW9
NiceGrowth,674V9872SQJ6
AnotherFund,674V9872SQJ6
EuroSwaps,3U57G5XY9INE
BigEquityReturns,3U57G5XY9INE
BigEquityReturns,ZA95F1780SHP
QuickCashStrategy,ZA95F1780SHP
BigEquityReturns,UK2835S33G7W
YetAnotherFund,UK2835S33G7W
NiceGrowth,923695X3FE13
EuroSwaps,5S620OZS2354
BigEquityReturns,4333D47Z3R69
NiceGrowth,4333D47Z3R69
NiceGrowth,5I62M9G88837
EuroBonds,3QC31DNR70LB
YetAnotherFund,17TR4V26737V
AnotherFund,17TR4V26737V
BigEquityReturns,Q847R08V6389
EuroBonds,Q847R08V6389
EuroBonds,Y793LEL33G97
YetAnotherFund,Y793LEL33G97
YetAnotherFund,981697194M6Q
EuroBonds,0Z75JV75937O
AnotherFund,1PL45LW32415
QuickCashStrategy,1PL45LW32415
EuroSwaps,5P6O78L391OX
BigEquityReturns,5P6O78L391OX
NiceGrowth,30C56T1376R4
BigEquityReturns,30C56T1376R4
NiceGrowth,5VP2W0W4MQ2E
BigEquityReturns,R226798V42Q2
AnotherFund,R226798V42Q2
YetAnotherFund,C8MB3002NO5F
BigEquityReturns,C8MB3002NO5F
EuroBonds,61B590U9Y822
AnotherFund,61B590U9Y822
BigEquityReturns,0KC7OCG38PNJ
YetAnotherFund,4K6D6ML2800K
AnotherFund,4K6D6ML2800K
YetAnotherFund,922BA205T3H3
YetAnotherFund,Q45R6YZ7MU8K
QuickCashStrategy,Q45R6YZ7MU8K
QuickCashStrategy,X0660Z1PI144
YetAnotherFund,ISN0JTQ63S2R
EuroSwaps,6277PAJZ5ZH2
QuickCashStrategy,1652YKN849LN
QuickCashStrategy,1681106N1X21
YetAnotherFund,2BE7263642KQ
QuickCashStrategy,2BE7263642KQ
BigEquityReturns,E07T869OQ947
NiceGrowth,E07T869OQ947
AnotherFund,PZRPH94ZB0Z0
QuickCashStrategy,PZRPH94ZB0Z0
AnotherFund,B0W2A5UUC6U6
NiceGrowth,B0W2A5UUC6U6
QuickCashStrategy,28NJ6J6GLLQS
AnotherFund,28NJ6J6GLLQS
QuickCashStrategy,7W66310W5U2A
EuroSwaps,X17Q90A180M6
EuroBonds,Q615ON625Q7L
QuickCashStrategy,NQ30918ZZB0G
QuickCashStrategy,U410337Q245F
EuroSwaps,CT93Y7P7O120
QuickCashStrategy,R7D0L7U51373
EuroSwaps,0M365TV78915
BigEquityReturns,0M365TV78915
NiceGrowth,3B1L5W104RJU
AnotherFund,3B1L5W104RJU
BigEquityReturns,563692X7453Z
EuroBonds,563692X7453Z
YetAnotherFund,A38Q79LGHRGT
EuroBonds,608PN38R05MS
NiceGrowth,608PN38R05MS
NiceGrowth,3881PI220967
EuroSwaps,3881PI220967
QuickCashStrategy,11190152B1TV
EuroBonds,11190152B1TV
YetAnotherFund,64U32TZ4C199
EuroBonds,64U32TZ4C199
YetAnotherFund,YJW4Q9TFE38X
AnotherFund,9515ZN3ZM4K8
EuroSwaps,9515ZN3ZM4K8
EuroSwaps,79VR0887985P
YetAnotherFund,79VR0887985P
AnotherFund,55B548719U7W
BigEquityReturns,55B548719U7W
NiceGrowth,0759ZDO6IHL5
YetAnotherFund,0Z9964GJ4UO9
EuroSwaps,HU477114558K
QuickCashStrategy,4F9676MF4996
EuroSwaps,A08WQJ174663
YetAnotherFund,A08WQJ174663
BigEquityReturns,LT7MJO62Q486
NiceGrowth,9RK795VI6ZT0
EuroBonds,92I6Q0F6T82M
YetAnotherFund,I967V8L372LI
EuroBonds,D5NUG0DZI1AJ
NiceGrowth,B957M510Y3EE
QuickCashStrategy,B957M510Y3EE
AnotherFund,094RF2NZ50A2
YetAnotherFund,094RF2NZ50A2
YetAnotherFund,J7CUP99V2877
EuroBonds,J7CUP99V2877
EuroSwaps,2F6YC6892JC4
BigEquityReturns,739Q2LG3765K
EuroSwaps,88ZC367LQ626
EuroSwaps,D98XZ22X4D45
BigEquityReturns,W848K3F41Y16
YetAnotherFund,X075I7B71Y39
QuickCashStrategy,O51IEMS1930M
NiceGrowth,O51IEMS1930M
NiceGrowth,O857430560AU
EuroSwaps,7LQK27L7961R
QuickCashStrategy,Z9NS6UNU5BZU
EuroBonds,Z9NS6UNU5BZU
BigEquityReturns,0187D098Y5E1
EuroSwaps,05VI567KDHN8
EuroSwaps,1IPY93FT5313
YetAnotherFund,1IPY93FT5313
QuickCashStrategy,44122NLY411G
AnotherFund,44122NLY411G
YetAnotherFund,Y381A69ZN1L7
BigEquityReturns,Y381A69ZN1L7
NiceGrowth,0ZXC41V5R469
AnotherFund,0ZXC41V5R469
YetAnotherFund,LML553662E42
BigEquityReturns,LML553662E42
BigEquityReturns,Z4E42025Z4QY
EuroSwaps,Z4E42025Z4QY
BigEquityReturns,50960B8WL2A0
YetAnotherFund,30104I0R502P
EuroBonds,M8G9K1D251OM
QuickCashStrategy,M8G9K1D251OM
QuickCashStrategy,ZWOM78VF116U
EuroSwaps,O5P70M4E3429
BigEquityReturns,5GNLB3ZSO61D
YetAnotherFund,5GNLB3ZSO61D
EuroSwaps,S3M5QB4P28O8
NiceGrowth,YZ342O388UN9
EuroBonds,YZ342O388UN9
YetAnotherFund,07ZK05296E12
EuroBonds,6OW3233WZBBO
BigEquityReturns,6OW3233WZBBO
QuickCashStrategy,4J9QKZ6ZEACF
QuickCashStrategy,2U5N2AU8KKN7
QuickCashStrategy,637W58CCE90A
QuickCashStrategy,40Y81ZQ88852
EuroSwaps,40Y81ZQ88852
EuroSwaps,1LAH32MPHJ25
AnotherFund,1G909W3K7H1K
EuroSwaps,57311FLNY896
QuickCashStrategy,57311FLNY896
EuroBonds,UT3A98J244OA
YetAnotherFund,017874MG92P8
AnotherFund,017874MG92P8
AnotherFund,95KRL52WC6M7
EuroBonds,95KRL52WC6M7
YetAnotherFund,494V2568GL3U
AnotherFund,06571604XZF3
EuroBonds,4G3K3601P466
BigEquityReturns,4G3K3601P466
NiceGrowth,R14056CXKS13
AnotherFund,R14056CXKS13
EuroBonds,009EKP27TG03
AnotherFund,009EKP27TG03
QuickCashStrategy,7J65702A7Q1R
NiceGrowth,7J65702A7Q1R
EuroBonds,ZK7CSH5F66GN
EuroSwaps,ZK7CSH5F66GN
BigEquityReturns,00S1P1B89HIX
AnotherFund,00S1P1B89HIX
EuroSwaps,SOT6W5G379E9
BigEquityReturns,SOT6W5G379E9
EuroSwaps,D5433S5UHIM5
BigEquityReturns,D5433S5UHIM5
EuroSwaps,31O3340I62NE
AnotherFund,137U121RMI5M
NiceGrowth,137U121RMI5M
BigEquityReturns,9RF297X0TAY0
AnotherFund,9RF297X0TAY0
EuroBonds,KM58D3B9JW81
AnotherFund,YH3993839A55
NiceGrowth,Z2J4RYT28NG3
BigEquityReturns,Z2J4RYT28NG3
